,Datetime,Latitude,Longitude,Status Flags,Enclosure Press Ave,Enclosure Temp Ave,Enclosure RH Ave,PCB Temp Ave,Zero Temp Ave,Zero Temp SD,Zero Press Ave,Zero Press SD,Zero CO2 Ave,Zero CO2 SD,Zero RH Ave,Zero RH SD,Zero RH Temp Ave,Zero RH Temp SD,Zero Raw 1,Zero Raw 2,Span Pump On Temp Ave,Span Pump On Temp SD,Span Pump On Press Ave,Span Pump On Press SD,Span Pump On CO2 Ave,Span Pump On CO2 SD,Span Pump On RH Ave,Span Pump On RH SD,Span Pump On RH Temp Ave,Span Pump On RH Temp SD,Span Pre Temp Ave,Span Pre Temp SD,Span Pre Press Ave,Span Pre Press SD,Span Pre CO2 Ave,Span Pre CO2 SD,Span Pre RH Ave,Span Pre RH SD,Span Pre RH Temp Ave,Span Pre RH Temp SD,Span Pre Raw 1,Span Pre Raw 2,Span Post Temp Ave,Span Post Temp SD,Span Post Press Ave,Span Post Press SD,Span Post CO2 Ave,Span Post CO2 SD,Span Post RH Ave,Span Post RH SD,Span Post RH Temp Ave,Span Post RH Temp SD,Span Post Raw 1,Span Post Raw 2,EQ Pump On Temp Ave,EQ Pump On Temp SD,EQ Pump On Press Ave,EQ Pump On Press SD,EQ Pump On CO2 Ave,EQ Pump On CO2 SD,EQ Pump On RH Ave,EQ Pump On RH SD,EQ Pump On RH Temp Ave,EQ Pump On RH Temp SD,EQ Temp Ave,EQ Temp SD,EQ Press Ave,EQ Press SD,EQ CO2 Ave,EQ CO2 SD,EQ RH Ave,EQ RH SD,EQ RH Temp Ave,EQ RH Temp SD,EQ Raw 1,EQ Raw 2,Air Pump On Temp Ave,Air Pump On Temp SD,Air Pump On Press Ave,Air Pump On Press SD,Air Pump On CO2 Ave,Air Pump On CO2 SD,Air Pump On RH Ave,Air Pump On RH SD,Air Pump On RH Temp Ave,Air Pump On RH Temp SD,Air Temp Ave,Air Temp SD,Air Press Ave,Air Press SD,Air CO2 Ave,Air CO2 SD,Air RH Ave,Air RH SD,Air RH Temp Ave,Air RH Temp SD,Air Raw 1,Air Raw 2,Zero Cal K,Span Cal K,Ocean CO2 Ave,Atmosphere CO2 Ave,PH Int,PH Ext,FET Temp,FET Voltage Int,FET Voltage Ext,Voltage Thermistor,Supply Voltage,Supply Current,Enclosure RH,SeaFET Status,CTD Temp,CTD Conductivity,O2 Phase Delay,O2 Therm Voltage,O2 Calculated,O2 Temp,time,longitude,latitude,Salinity
137,2023/3/12 11:42:40,-3729.0,1705.82,0,114.84,27.08,47.7,34.6,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.6,0.06,368.27,0.93,13.7,0.02,30.12,0.037,51.33,0.0,101.99,0.01,365.86,0.55,14.0,0.02,30.49,0.083,3636760.0,3883040.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,365.81,-50.0,8.0486,8.0644,18.0297,-0.909376,-0.864344,-21.4748,0,180,29.9,0,17.8284,4.61862,0,0,0,0,2023-03-12 11:42:40,17.096999999999998,-37.483333333333334,35.394877570884475
136,2023/3/12 11:57:40,-3729.4,1705.72,0,114.82,27.01,47.7,34.4,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.6,0.06,369.01,1.03,13.7,0.02,30.06,0.049,51.33,0.0,101.98,0.01,366.74,0.61,14.0,0.02,30.41,0.086,3636180.0,3883080.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,366.69,-50.0,8.0494,8.064,17.975,-0.90934,-0.864408,-21.4748,0,179,29.8,0,17.8203,4.61425,0,0,0,0,2023-03-12 11:57:40,17.095333333333333,-37.49,35.36436408017823
135,2023/3/12 12:12:40,-3729.81,1705.5,0,114.79,26.95,47.8,34.4,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.61,0.04,370.17,0.89,13.6,0.03,30.0,0.043,51.33,0.0,101.98,0.02,367.87,0.76,13.9,0.03,30.37,0.081,3635350.0,3883040.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,367.82,-50.0,8.0503,8.0633,17.9843,-0.909286,-0.86444,-21.4748,0,179,29.8,0,17.8505,4.61467,0,0,0,0,2023-03-12 12:12:40,17.091666666666665,-37.496833333333335,35.34173609117352
134,2023/3/12 12:27:40,-3730.15,1705.12,0,114.76,26.89,47.8,34.2,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.61,0.04,369.29,0.86,13.6,0.03,29.94,0.038,51.33,0.0,101.94,0.03,367.05,0.83,13.9,0.04,30.32,0.082,3636050.0,3883000.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,367.0,-50.0,8.053,8.065,17.9587,-0.909133,-0.864364,-21.4748,0,179,29.7,0,17.8176,4.61312,0,0,0,0,2023-03-12 12:27:40,17.08533333333333,-37.502500000000005,35.35699897611492
133,2023/3/12 12:42:40,-3730.34,1704.55,0,114.74,26.84,47.8,34.3,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.66,0.16,368.0,1.47,13.6,0.03,29.92,0.043,51.33,0.0,101.93,0.02,365.66,0.97,13.9,0.03,30.29,0.086,3637040.0,3882980.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,365.61,-50.0,8.0547,8.0661,17.9503,-0.909036,-0.864307,-21.4748,0,178,29.7,0,17.868,4.61017,0,0,0,0,2023-03-12 12:42:40,17.075833333333332,-37.50566666666667,35.28792079680705
132,2023/3/12 12:57:40,-3730.4,1703.98,0,114.73,26.8,47.8,34.2,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.37,0.1,369.09,1.19,13.6,0.02,29.86,0.038,51.33,0.0,101.92,0.01,366.73,0.62,13.9,0.02,30.22,0.084,3636290.0,3882950.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,366.67,-50.0,8.0552,8.0661,18.0564,-0.908995,-0.864228,-21.4748,0,179,29.7,0,18.044,4.62676,0,0,0,0,2023-03-12 12:57:40,17.066333333333333,-37.50666666666667,35.27772386063299
131,2023/3/12 13:12:40,-3730.25,1703.52,0,114.73,26.8,47.8,34.3,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.58,0.06,367.57,1.06,13.6,0.02,29.83,0.045,51.33,0.0,101.92,0.02,365.14,0.53,13.9,0.02,30.2,0.083,3637420.0,3882970.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,365.08,-50.0,8.0575,8.0703,18.2254,-0.908831,-0.86386,-21.4748,0,180,29.7,0,18.1937,4.6534,0,0,0,0,2023-03-12 13:12:40,17.058666666666667,-37.50416666666667,35.375785632285734
130,2023/3/12 13:27:40,-3730.1,1703.07,0,114.74,26.82,47.8,34.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.46,0.08,366.37,1.01,13.6,0.02,29.81,0.045,51.33,0.0,101.9,0.01,363.95,0.59,13.9,0.02,30.2,0.077,3638290.0,3882940.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,363.89,-50.0,8.0578,8.0708,18.4876,-0.908767,-0.863638,-21.4748,0,182,29.7,0,18.4847,4.68592,0,0,0,0,2023-03-12 13:27:40,17.051166666666667,-37.501666666666665,35.40106450126234
129,2023/3/12 13:42:40,-3729.88,1702.87,0,114.77,26.88,47.8,34.3,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.51,0.08,365.67,1.15,13.6,0.03,29.86,0.045,51.33,0.0,101.88,0.01,362.97,0.66,13.9,0.02,30.24,0.081,3639090.0,3882990.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,362.92,-50.0,8.0573,8.0698,18.6195,-0.908773,-0.863601,-21.4748,0,184,29.7,0,18.5522,4.70336,0,0,0,0,2023-03-12 13:42:40,17.047833333333333,-37.498000000000005,35.490596698328446
128,2023/3/12 13:57:40,-3729.66,1702.6,0,114.79,26.94,47.8,34.3,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.48,0.07,365.88,1.04,13.6,0.02,29.91,0.061,51.33,0.0,101.9,0.02,363.34,0.68,13.9,0.03,30.29,0.08,3638750.0,3882960.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974623,0.709912,363.28,-50.0,8.0558,8.0703,18.6836,-0.908849,-0.863521,-21.4748,0,185,29.7,0,18.6284,4.71306,0,0,0,0,2023-03-12 13:57:40,17.043333333333333,-37.49433333333333,35.50692433045734
127,2023/3/12 14:12:40,-3729.44,1702.36,0,114.87,27.2,47.8,34.6,51.33,0.0,105.29,0.01,0.09,0.41,13.6,0.0,29.91,0.048,3985390.0,3884370.0,51.33,0.0,95.74,0.01,403.98,0.76,13.6,0.02,29.93,0.046,51.33,0.0,101.89,0.02,401.54,0.65,13.8,0.03,30.29,0.091,3612340.0,3882930.0,51.33,0.0,101.89,0.01,401.09,0.67,14.2,0.03,30.42,0.056,3612370.0,3882970.0,51.33,0.0,94.51,0.09,365.12,0.93,13.6,0.03,30.02,0.055,51.33,0.0,101.88,0.02,362.67,0.7,13.9,0.02,30.39,0.08,3639090.0,3883050.0,51.33,0.0,94.44,0.01,418.82,0.79,13.5,0.02,29.95,0.048,51.33,0.0,101.9,0.02,415.97,0.7,13.8,0.02,30.33,0.084,3602360.0,3882960.0,0.97463,0.709385,362.62,415.9,8.0521,8.0712,18.6366,-0.909069,-0.863503,-21.4748,0,186,29.9,0,18.5332,4.70127,0,0,0,0,2023-03-12 14:12:40,17.03933333333333,-37.49066666666667,35.48929618879098
126,2023/3/12 14:41:45,-3729.04,1701.94,0,114.88,27.27,47.7,34.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.53,0.07,364.72,0.82,13.6,0.02,30.09,0.045,51.33,0.0,101.86,0.01,362.42,0.54,13.9,0.03,30.45,0.082,3639360.0,3883050.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,362.37,-50.0,8.0526,8.0715,18.5993,-0.909047,-0.863514,-21.4748,0,185,29.9,0,18.4695,4.69568,0,0,0,0,2023-03-12 14:41:45,17.032333333333334,-37.484,35.49693264916653
125,2023/3/12 14:56:45,-3728.85,1701.75,0,114.87,27.24,47.6,34.6,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.48,0.05,366.36,1.0,13.6,0.02,30.12,0.048,51.33,0.0,101.84,0.01,364.14,0.57,13.9,0.02,30.49,0.084,3638180.0,3883010.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,364.09,-50.0,8.0532,8.0711,18.8928,-0.908964,-0.863323,-21.4748,0,185,29.9,0,18.9245,4.72642,0,0,0,0,2023-03-12 14:56:45,17.029166666666665,-37.48083333333333,35.36519974569614
124,2023/3/12 15:11:45,-3728.68,1701.58,0,114.92,27.28,47.6,34.7,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.49,0.09,366.37,0.93,13.6,0.03,30.16,0.036,51.33,0.0,101.84,0.01,363.94,0.54,13.9,0.03,30.52,0.083,3638290.0,3883000.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,363.89,-50.0,8.0538,8.0718,19.1847,-0.908877,-0.863067,-21.4748,0,189,29.8,0,19.1853,4.77289,0,0,0,0,2023-03-12 15:11:45,17.026333333333334,-37.477999999999994,35.53131971757053
123,2023/3/12 15:26:45,-3728.5,1701.4,0,114.94,27.34,47.6,34.7,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.49,0.03,365.4,0.78,13.7,0.03,30.24,0.044,51.33,0.0,101.83,0.02,363.09,0.67,13.9,0.03,30.6,0.084,3638950.0,3883040.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,363.05,-50.0,8.0545,8.073,19.2473,-0.908826,-0.86295,-21.4748,0,191,29.9,0,19.1842,4.77927,0,0,0,0,2023-03-12 15:26:45,17.023333333333333,-37.475,35.585584155044494
122,2023/3/12 15:41:45,-3728.32,1701.21,0,114.96,27.4,47.6,34.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.46,0.03,365.82,0.73,13.7,0.02,30.29,0.046,51.33,0.0,101.85,0.01,363.43,0.56,14.0,0.01,30.65,0.078,3638630.0,3883020.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,363.39,-50.0,8.0549,8.0735,19.3989,-0.908774,-0.86281,-21.4748,0,192,30.0,0,19.347,4.79513,0,0,0,0,2023-03-12 15:41:45,17.020166666666668,-37.472,35.57853866146802
121,2023/3/12 15:56:45,-3728.16,1701.04,0,114.97,27.48,47.6,34.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.45,0.07,365.18,0.84,13.7,0.03,30.33,0.039,51.33,0.0,101.84,0.01,362.88,0.59,14.0,0.03,30.71,0.084,3639060.0,3883020.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,362.84,-50.0,8.0542,8.0725,19.419,-0.908817,-0.862854,-21.4748,0,193,30.0,0,19.3343,4.79459,0,0,0,0,2023-03-12 15:56:45,17.017333333333333,-37.46933333333333,35.58490130024843
120,2023/3/12 16:11:45,-3728.0,1700.87,0,114.99,27.53,47.6,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.45,0.05,364.46,0.9,13.7,0.03,30.38,0.04,51.33,0.0,101.83,0.01,362.14,0.58,14.0,0.04,30.73,0.08,3639600.0,3883000.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,362.11,-50.0,8.055,8.0733,19.4138,-0.908768,-0.862808,-21.4748,0,193,30.1,0,19.3081,4.79187,0,0,0,0,2023-03-12 16:11:45,17.014499999999998,-37.46666666666667,35.58464612156089
119,2023/3/12 16:26:45,-3727.81,1700.72,0,114.99,27.56,47.6,34.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.007,94.4,0.05,364.1,0.84,13.7,0.03,30.38,0.04,51.33,0.007,101.82,0.01,361.8,0.57,14.0,0.04,30.75,0.089,3639910.0,3883020.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,361.77,-50.0,8.0557,8.0742,19.3981,-0.90873,-0.862767,-21.4748,0,193,30.1,0,19.2812,4.78912,0,0,0,0,2023-03-12 16:26:45,17.012,-37.463499999999996,35.584736046779646
118,2023/3/12 16:41:45,-3727.61,1700.62,0,115.0,27.6,47.6,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.4,0.04,363.27,0.59,13.7,0.03,30.42,0.038,51.33,0.0,101.83,0.01,360.91,0.52,14.0,0.03,30.78,0.084,3640490.0,3883020.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,360.89,-50.0,8.0578,8.0753,19.3739,-0.908613,-0.862723,-21.4748,0,193,30.2,0,19.2504,4.78704,0,0,0,0,2023-03-12 16:41:45,17.01033333333333,-37.460166666666666,35.593755319934715
117,2023/3/12 16:56:45,-3727.41,1700.52,0,114.99,27.6,47.6,34.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.41,0.07,362.67,0.84,13.7,0.03,30.44,0.029,51.33,0.0,101.81,0.01,360.43,0.61,14.0,0.03,30.78,0.081,3640900.0,3883010.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,360.4,-50.0,8.0567,8.0751,19.3871,-0.908676,-0.862723,-21.4748,0,193,30.2,0,19.2687,4.78736,0,0,0,0,2023-03-12 16:56:45,17.008666666666667,-37.45683333333333,35.580753786117526
116,2023/3/12 17:11:45,-3727.2,1700.41,0,114.98,27.63,47.6,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.41,0.1,362.01,1.13,13.7,0.02,30.43,0.05,51.33,0.0,101.8,0.01,359.65,0.67,14.1,0.01,30.79,0.077,3641460.0,3883000.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,359.62,-50.0,8.0568,8.0738,19.397,-0.908666,-0.862793,-21.4748,0,193,30.2,0,19.2772,4.78787,0,0,0,0,2023-03-12 17:11:45,17.006833333333336,-37.45333333333333,35.577732461427324
115,2023/3/12 17:26:45,-3726.99,1700.3,0,114.99,27.63,47.5,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.38,0.06,363.2,0.84,13.7,0.02,30.44,0.045,51.33,0.0,101.78,0.01,360.79,0.73,14.0,0.03,30.8,0.083,3640680.0,3882930.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,360.76,-50.0,8.0569,8.0741,19.4161,-0.90866,-0.862758,-21.4748,0,193,30.2,0,19.3095,4.7903,0,0,0,0,2023-03-12 17:26:45,17.005,-37.44983333333333,35.570359581814735
