,Datetime,Latitude,Longitude,Status Flags,Enclosure Press Ave,Enclosure Temp Ave,Enclosure RH Ave,PCB Temp Ave,Zero Temp Ave,Zero Temp SD,Zero Press Ave,Zero Press SD,Zero CO2 Ave,Zero CO2 SD,Zero RH Ave,Zero RH SD,Zero RH Temp Ave,Zero RH Temp SD,Zero Raw 1,Zero Raw 2,Span Pump On Temp Ave,Span Pump On Temp SD,Span Pump On Press Ave,Span Pump On Press SD,Span Pump On CO2 Ave,Span Pump On CO2 SD,Span Pump On RH Ave,Span Pump On RH SD,Span Pump On RH Temp Ave,Span Pump On RH Temp SD,Span Pre Temp Ave,Span Pre Temp SD,Span Pre Press Ave,Span Pre Press SD,Span Pre CO2 Ave,Span Pre CO2 SD,Span Pre RH Ave,Span Pre RH SD,Span Pre RH Temp Ave,Span Pre RH Temp SD,Span Pre Raw 1,Span Pre Raw 2,Span Post Temp Ave,Span Post Temp SD,Span Post Press Ave,Span Post Press SD,Span Post CO2 Ave,Span Post CO2 SD,Span Post RH Ave,Span Post RH SD,Span Post RH Temp Ave,Span Post RH Temp SD,Span Post Raw 1,Span Post Raw 2,EQ Pump On Temp Ave,EQ Pump On Temp SD,EQ Pump On Press Ave,EQ Pump On Press SD,EQ Pump On CO2 Ave,EQ Pump On CO2 SD,EQ Pump On RH Ave,EQ Pump On RH SD,EQ Pump On RH Temp Ave,EQ Pump On RH Temp SD,EQ Temp Ave,EQ Temp SD,EQ Press Ave,EQ Press SD,EQ CO2 Ave,EQ CO2 SD,EQ RH Ave,EQ RH SD,EQ RH Temp Ave,EQ RH Temp SD,EQ Raw 1,EQ Raw 2,Air Pump On Temp Ave,Air Pump On Temp SD,Air Pump On Press Ave,Air Pump On Press SD,Air Pump On CO2 Ave,Air Pump On CO2 SD,Air Pump On RH Ave,Air Pump On RH SD,Air Pump On RH Temp Ave,Air Pump On RH Temp SD,Air Temp Ave,Air Temp SD,Air Press Ave,Air Press SD,Air CO2 Ave,Air CO2 SD,Air RH Ave,Air RH SD,Air RH Temp Ave,Air RH Temp SD,Air Raw 1,Air Raw 2,Zero Cal K,Span Cal K,Ocean CO2 Ave,Atmosphere CO2 Ave,PH Int,PH Ext,FET Temp,FET Voltage Int,FET Voltage Ext,Voltage Thermistor,Supply Voltage,Supply Current,Enclosure RH,SeaFET Status,CTD Temp,CTD Conductivity,O2 Phase Delay,O2 Therm Voltage,O2 Calculated,O2 Temp,time,longitude,latitude,Salinity
114,2023/3/12 17:41:45,-3726.8,1700.36,0,114.98,27.63,47.6,35.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.41,0.05,361.88,0.73,13.7,0.03,30.44,0.041,51.33,0.0,101.82,0.01,359.52,0.66,14.0,0.04,30.8,0.081,3641430.0,3882930.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,359.49,-50.0,8.0583,8.075,19.3927,-0.908582,-0.862726,-21.4748,0,193,30.2,0,19.2816,4.78833,0,0,0,0,2023-03-12 17:41:45,17.005999999999997,-37.44666666666667,35.57780370586949
113,2023/3/12 17:56:45,-3726.61,1700.46,0,114.99,27.63,47.5,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.4,0.07,361.26,0.68,13.7,0.03,30.44,0.039,51.33,0.0,101.82,0.01,358.9,0.62,14.0,0.04,30.8,0.079,3641880.0,3882960.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,358.87,-50.0,8.0583,8.0748,19.3634,-0.908585,-0.86276,-21.4748,0,193,30.2,0,19.2396,4.78432,0,0,0,0,2023-03-12 17:56:45,17.00766666666667,-37.4435,35.58029912688721
112,2023/3/12 18:11:45,-3726.41,1700.57,0,114.96,27.64,47.6,35.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.45,0.05,360.13,0.97,13.7,0.03,30.44,0.048,51.33,0.0,101.84,0.01,357.8,0.43,14.0,0.03,30.79,0.082,3642610.0,3882950.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97463,0.709385,357.77,-50.0,8.0593,8.0756,19.3204,-0.908535,-0.862747,-21.4748,0,192,30.2,0,19.2015,4.7792,0,0,0,0,2023-03-12 18:11:45,17.0095,-37.44016666666666,35.57017284794204
111,2023/3/12 18:26:45,-3726.19,1700.68,0,115.0,27.78,47.5,35.1,51.33,0.0,105.17,0.01,0.07,0.35,13.7,0.0,30.43,0.046,3985340.0,3884340.0,51.33,0.0,95.59,0.01,403.9,0.73,13.7,0.02,30.43,0.046,51.33,0.0,101.83,0.02,401.48,0.73,13.9,0.04,30.77,0.09,3612250.0,3882930.0,51.33,0.0,101.84,0.01,401.38,0.54,14.3,0.04,30.88,0.058,3612210.0,3882840.0,51.33,0.0,94.41,0.04,361.21,0.7,13.7,0.03,30.47,0.047,51.33,0.0,101.81,0.01,358.98,0.57,14.0,0.02,30.83,0.08,3641800.0,3882930.0,51.33,0.0,94.37,0.03,418.65,0.68,13.6,0.01,30.42,0.047,51.33,0.0,101.83,0.01,415.93,0.71,13.9,0.03,30.79,0.082,3602480.0,3882810.0,0.974648,0.709414,358.93,415.86,8.0598,8.0753,19.3239,-0.908506,-0.862758,-21.4748,0,192,30.2,0,19.2117,4.78041,0,0,0,0,2023-03-12 18:26:45,17.011333333333333,-37.4365,35.57154362274367
110,2023/3/12 18:55:50,-3725.9,1701.08,0,115.01,27.83,47.4,35.2,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.41,0.04,361.17,0.68,13.7,0.02,30.48,0.038,51.33,0.0,101.82,0.01,358.87,0.51,14.0,0.03,30.85,0.08,3641830.0,3882940.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.82,-50.0,8.06,8.076,19.3108,-0.908497,-0.862732,-21.4748,0,192,30.2,0,19.1966,4.77927,0,0,0,0,2023-03-12 18:55:50,17.017999999999997,-37.431666666666665,35.574956084042554
109,2023/3/12 19:10:50,-3725.81,1701.36,0,114.99,27.77,47.4,35.2,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.47,0.07,360.85,0.78,13.7,0.02,30.5,0.037,51.33,0.0,101.86,0.01,358.47,0.65,14.0,0.01,30.86,0.075,3642030.0,3882960.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.42,-50.0,8.0595,8.0752,19.3082,-0.908529,-0.862778,-21.4748,0,192,30.2,0,19.1973,4.77878,0,0,0,0,2023-03-12 19:10:50,17.022666666666666,-37.430166666666665,35.570261813861016
108,2023/3/12 19:25:50,-3725.72,1701.64,0,114.99,27.7,47.4,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.56,0.13,361.0,0.96,13.7,0.02,30.49,0.046,51.33,0.0,101.87,0.02,358.68,0.54,14.0,0.02,30.85,0.086,3641810.0,3882940.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.63,-50.0,8.0599,8.0757,19.3035,-0.908503,-0.862753,-21.4748,0,192,30.2,0,19.2012,4.77836,0,0,0,0,2023-03-12 19:25:50,17.027333333333335,-37.428666666666665,35.56341154039386
107,2023/3/12 19:40:50,-3725.62,1701.93,0,114.97,27.68,47.4,35.2,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.46,0.07,361.76,0.83,13.7,0.02,30.47,0.048,51.33,0.0,101.84,0.01,359.58,0.55,14.0,0.03,30.83,0.08,3641270.0,3882930.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,359.53,-50.0,8.0583,8.0748,19.327,-0.908593,-0.862787,-21.4748,0,192,30.2,0,19.215,4.78113,0,0,0,0,2023-03-12 19:40:50,17.03216666666667,-37.427,35.57473106734691
106,2023/3/12 19:55:50,-3725.71,1702.31,0,114.97,27.65,47.4,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.53,0.06,361.28,0.79,13.7,0.03,30.46,0.039,51.33,0.0,101.87,0.01,358.98,0.54,14.0,0.03,30.83,0.083,3641600.0,3882940.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.92,-50.0,8.0605,8.076,19.3126,-0.908466,-0.862724,-21.4748,0,192,30.2,0,19.2048,4.77946,0,0,0,0,2023-03-12 19:55:50,17.0385,-37.4285,35.56951806806869
105,2023/3/12 20:10:50,-3725.88,1702.24,0,114.95,27.64,47.5,35.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.46,0.06,362.14,0.91,13.7,0.03,30.44,0.049,51.33,0.0,101.82,0.01,359.77,0.54,13.9,0.04,30.8,0.082,3641190.0,3882930.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,359.71,-50.0,8.0599,8.0754,19.3325,-0.908502,-0.862748,-21.4748,0,192,30.2,0,19.2152,4.78201,0,0,0,0,2023-03-12 20:10:50,17.037333333333333,-37.431333333333335,35.581910487148996
104,2023/3/12 20:25:50,-3726.11,1701.83,0,114.95,27.64,47.5,34.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.49,0.05,361.79,0.91,13.6,0.03,30.44,0.046,51.33,0.0,101.85,0.01,359.49,0.65,13.9,0.04,30.79,0.081,3641280.0,3882920.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,359.43,-50.0,8.0589,8.0743,19.3161,-0.908558,-0.862825,-21.4748,0,192,30.2,0,19.2049,4.78017,0,0,0,0,2023-03-12 20:25:50,17.0305,-37.43516666666667,35.57536424299863
103,2023/3/12 20:40:50,-3726.35,1701.39,0,114.94,27.62,47.5,35.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.49,0.07,360.87,0.95,13.6,0.03,30.42,0.038,51.33,0.0,101.85,0.01,358.69,0.69,13.9,0.03,30.78,0.078,3641840.0,3882910.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.63,-50.0,8.0601,8.0758,19.2847,-0.908493,-0.862757,-21.4748,0,192,30.2,0,19.1661,4.77613,0,0,0,0,2023-03-12 20:40:50,17.02316666666667,-37.439166666666665,35.574850181713366
102,2023/3/12 20:55:50,-3726.61,1700.93,0,114.94,27.59,47.5,34.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.51,0.05,360.39,0.97,13.6,0.03,30.42,0.049,51.33,0.0,101.84,0.02,358.12,0.62,13.9,0.03,30.77,0.079,3642260.0,3882890.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.06,-50.0,8.0606,8.0763,19.2743,-0.908471,-0.862739,-21.4748,0,192,30.2,0,19.1539,4.77482,0,0,0,0,2023-03-12 20:55:50,17.0155,-37.4435,35.5743547678548
101,2023/3/12 21:10:50,-3726.87,1700.46,0,114.94,27.6,47.5,35.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.45,0.05,360.07,0.83,13.6,0.03,30.37,0.044,51.33,0.0,101.83,0.02,357.97,0.64,13.9,0.03,30.74,0.081,3642390.0,3882880.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,357.91,-50.0,8.0615,8.0767,19.2535,-0.908422,-0.862732,-21.4748,0,192,30.2,0,19.1306,4.77198,0,0,0,0,2023-03-12 21:10:50,17.00766666666667,-37.44783333333333,35.57057649076116
100,2023/3/12 21:25:50,-3727.13,1660.0,0,114.92,27.58,47.5,34.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.49,0.05,360.63,0.88,13.6,0.03,30.38,0.047,51.33,0.0,101.83,0.02,358.3,0.59,13.9,0.03,30.75,0.077,3642100.0,3882810.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.24,-50.0,8.0601,8.0764,19.2534,-0.908503,-0.862746,-21.4748,0,191,30.2,0,19.1331,4.77277,0,0,0,0,2023-03-12 21:25:50,17.0,-37.45216666666667,35.575042655386994
99,2023/3/12 21:40:50,-3727.39,1659.52,0,114.92,27.56,47.5,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.46,0.03,360.27,0.89,13.6,0.02,30.38,0.048,51.33,0.0,101.81,0.01,357.97,0.57,13.9,0.03,30.71,0.079,3642370.0,3882800.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,357.91,-50.0,8.0618,8.0767,19.2422,-0.908406,-0.862737,-21.4748,0,191,30.2,0,19.123,4.7715,0,0,0,0,2023-03-12 21:40:50,16.992,-37.4565,35.5730781928434
98,2023/3/12 21:55:50,-3727.65,1659.06,0,114.9,27.56,47.5,34.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.47,0.05,360.99,0.76,13.6,0.02,30.36,0.04,51.33,0.0,101.82,0.02,358.58,0.59,13.9,0.02,30.71,0.083,3641890.0,3882750.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.52,-50.0,8.0611,8.0758,19.2622,-0.90844,-0.862776,-21.4748,0,192,30.2,0,19.1462,4.77441,0,0,0,0,2023-03-12 21:55:50,16.984333333333332,-37.46083333333333,35.57752814741593
97,2023/3/12 22:10:50,-3727.88,1658.58,0,114.91,27.55,47.5,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.48,0.06,360.54,0.95,13.6,0.03,30.37,0.046,51.33,0.0,101.81,0.01,358.36,0.62,13.9,0.03,30.74,0.084,3642140.0,3882810.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.3,-50.0,8.0608,8.0759,19.2551,-0.90846,-0.862775,-21.4748,0,192,30.2,0,19.1421,4.77304,0,0,0,0,2023-03-12 22:10:50,16.976333333333333,-37.464666666666666,35.56958344386313
96,2023/3/12 22:25:50,-3728.04,1658.1,0,114.91,27.56,47.5,34.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.42,0.07,360.62,0.94,13.6,0.02,30.36,0.041,51.33,0.0,101.8,0.01,358.36,0.44,13.9,0.03,30.7,0.081,3642170.0,3882820.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709414,358.3,-50.0,8.0603,8.0767,19.2324,-0.90849,-0.862747,-21.4748,0,191,30.2,0,19.1037,4.77069,0,0,0,0,2023-03-12 22:25:50,16.96833333333333,-37.467333333333336,35.58285752411741
95,2023/3/12 22:40:50,-3728.19,1657.64,0,114.94,27.7,47.5,35.1,51.33,0.0,105.14,0.01,0.0,0.31,13.6,0.0,30.3,0.04,3985130.0,3884100.0,51.33,0.0,95.57,0.01,403.52,0.79,13.6,0.03,30.32,0.05,51.33,0.0,101.81,0.02,401.26,0.47,13.9,0.04,30.66,0.089,3612340.0,3882760.0,51.33,0.0,101.79,0.02,400.89,0.6,14.2,0.04,30.77,0.058,3612370.0,3882620.0,51.33,0.0,94.42,0.03,360.76,0.71,13.6,0.03,30.33,0.043,51.33,0.0,101.79,0.01,358.56,0.48,13.9,0.02,30.69,0.077,3641870.0,3882800.0,51.33,0.007,94.35,0.01,418.37,0.8,13.5,0.01,30.31,0.05,51.33,0.0,101.79,0.01,415.5,0.63,13.8,0.03,30.69,0.082,3602530.0,3882610.0,0.974648,0.709088,358.51,415.43,8.0614,8.076,19.2249,-0.908428,-0.862796,-21.4748,0,191,30.2,0,19.1104,4.77065,0,0,0,0,2023-03-12 22:40:50,16.96066666666667,-37.469833333333334,35.57677307372934
94,2023/3/12 23:9:54,-3728.0,1656.88,0,114.95,27.76,47.4,35.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.44,0.08,361.0,1.09,13.6,0.02,30.38,0.052,51.33,0.0,101.78,0.01,358.71,0.55,13.9,0.02,30.75,0.087,3641800.0,3882790.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709088,358.66,-50.0,8.0612,8.0761,19.2332,-0.908443,-0.862781,-21.4748,0,191,30.2,0,19.1204,4.77152,0,0,0,0,2023-03-12 23:09:54,16.948,-37.46666666666667,35.57547591677549
93,2023/3/12 23:24:54,-3727.88,1656.51,0,114.95,27.7,47.3,35.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.41,0.04,361.7,0.72,13.6,0.03,30.43,0.045,51.33,0.0,101.76,0.01,359.37,0.53,13.9,0.02,30.81,0.086,3641360.0,3882750.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709088,359.32,-50.0,8.0615,8.0753,19.2426,-0.908424,-0.862821,-21.4748,0,191,30.2,0,19.1269,4.77298,0,0,0,0,2023-03-12 23:24:54,16.94183333333333,-37.464666666666666,35.582118445931656
770,2023/3/12 23:39:54,-3727.65,1656.26,0,114.93,27.66,47.4,35.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.43,0.04,361.19,0.82,13.6,0.03,30.43,0.04,51.33,0.0,101.78,0.02,358.82,0.61,13.9,0.03,30.8,0.078,3641660.0,3882720.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974648,0.709088,358.77,-50.0,8.0599,8.0744,19.2399,-0.908517,-0.862876,-21.4748,0,192,30.2,0,19.1302,4.77272,0,0,0,0,2023-03-12 23:39:54,16.937666666666665,-37.46083333333333,35.57711172232867
